,AAPL.O,ADBE.O,ADI.O,ADP.O,ADSK.O,AEP.O,ALGN.O,AMAT.O,AMD.O,AMGN.O,AMZN.O,ANSS.O,ASML.O,ATVI.O,AVGO.O,BIDU.O,BIIB.O,BKNG.O,CDNS.O,CDW.O,CERN.O,CHKP.O,CHTR.O,CMCSA.O,COST.O,CPRT.O,CRWD.O,CSCO.O,CSX.O,CTAS.O,CTSH.O,DLTR.O,DOCU.O,DXCM.O,EA.O,EBAY.O,EXC.O,FAST.O,FB.O,FISV.O,FOX.O,FOXA.O,GILD.O,GOOG.O,GOOGL.O,HON.O,IDXX.O,ILMN.O,INCY.O,INTC.O,INTU.O,ISRG.O,JD.O,KDP.O,KHC.O,KLAC.O,LRCX.O,LULU.O,MAR.O,MCHP.O,MDLZ.O,MELI.O,MNST.O,MRNA.O,MRVL.O,MSFT.O,MTCH.O,MU.O,NFLX.O,NTES.O,NVDA.O,NXPI.O,OKTA.O,ORLY.O,PAYX.O,PCAR.O,PDD.O,PEP.O,PTON.O,PYPL.O,QCOM.O,REGN.O,ROST.O,SBUX.O,SGEN.O,SIRI.O,SNPS.O,SPLK.O,SWKS.O,TCOM.O,TEAM.O,TMUS.O,TSLA.O,TXN.O,VRSK.O,VRSN.O,VRTX.O,WBA.O,WDAY.O,XEL.O,XLNX.O,ZM.O,
2016-08-12,108.18,101.04,64.24,90.13,61.83,67.55,95.65,27.18,6.73,173.02,772.56,96.69,110.27,41.14,172.47,167.98,313.94,1407.98,24.71,45.29,66.45,74.83,258.62,67.51,169.04,50.62,,30.87,28.06,107.35,58.2,96.28,,90.53,77.43,30.89,34.94,43.44,124.88,103.36,,,79.66,783.22,807.05,116.1,110.78,166.99,81.05,34.57,112.09,690.92,24.65,97.23,89.56,68.28,89.18,79.34,71.94,60.51,43.17,168.86,161.18,,11.4,57.94,,14.93,96.59,205.87,63.04,86.03,,286.73,60.03,57.71,,108.59,,38.51,61.71,421.54,63.12,55.47,46.86,4.205,55.74,64.23,67.53,46.39,30,46.95,225.61,69.84,81.42,83.25,101.53,83.32,83.49,42.8,51.84,,
2016-08-15,109.48,100.93,65.27,90.35,62.98,66.52,96,27.47,6.95,174.58,768.49,97.47,110.83,41.48,175.54,172.95,313.39,1399.16,24.75,45.32,66.61,75.32,260.51,67.52,168.73,50.84,,31.19,28.01,107.42,57.88,96.26,,90.88,79.48,31.05,34.63,43.78,123.9,102.97,,,79.65,782.44,805.96,116.84,111.92,173.36,80.55,34.91,113.32,692.99,25.32,97,89.08,69.44,90.74,80.27,72.88,61.21,42.96,170.13,161.43,,11.7,58.12,,15.53,95.31,211.48,62.98,88.52,,287.14,60.1,58.83,,108.72,,38.46,62.43,422.87,63.22,55.25,47.15,4.235,56.06,64.91,69.5,46.98,30.33,46.77,225.59,70.33,81.63,81.81,102.48,83.61,83.65,42.12,52.04,,
2016-08-16,109.38,100.6,64.88,89.56,62.65,65.68,94.71,27.22,6.78,172.16,764.04,96.72,107.95,39.31,172.4,173.3,313.42,1408.66,24.37,44.59,65.98,75.12,257.14,67.31,168.41,50.74,,31.12,27.97,112.99,57.3,95.51,,90.62,78.05,30.83,34.23,43.48,123.3,101.54,,,79.25,777.14,801.19,116.23,110.94,169.65,77.855,35.21,112.47,686.04,25.02,95.21,88.96,69.19,89.86,79.87,72.78,60.83,42.7,168.33,159.62,,11.54,57.44,,15.49,95.12,213.2,62.6,87.41,,285.92,59.29,58.88,,108,,38.38,62.07,413.64,61.87,55.37,45.77,4.2,55.86,63.78,69.6,46.46,29.95,46.24,223.61,69.82,81.59,75.97,100,82.8,82.25,41.64,51.74,,
2016-08-17,109.22,99.7,64.2,89.33,62.79,66.5,93.03,27.29,6.68,174.31,764.63,97.49,105.45,39.88,173.03,172.73,313.82,1427.2,24.42,44.51,65.36,74.82,257.43,67.77,167.96,51.19,,30.72,28.18,115.65,57,95.49,,90.29,79.77,30.61,34.58,43.61,124.37,102.78,,,80.7,779.91,805.42,115.78,110.81,169.15,76.48,35.02,112.74,682.9,25.39,95.89,89.41,69.64,90.21,78.54,73.01,60.95,43.01,166.97,159.71,,11.61,57.56,,15.52,96.37,213.33,61.15,88.26,,285.73,59.47,59.08,,108.47,,38.14,62.28,411.68,62.3,55.8,45.57,4.24,55.89,63.12,70.19,46.38,29.63,46.38,223.24,69.82,81.76,75.22,99.89,82.52,80.7,42.33,52.19,,
2016-08-18,109.08,100.67,64.13,89.83,63.5,67.4,94.71,27.68,7.04,174.75,764.46,97.43,106.03,40.02,173.93,175.4,313.38,1443.07,24.76,44.9,65.15,75.91,254.83,67.41,167.75,52.07,,30.48,28.67,113.89,56.94,95.86,,90.9,80.98,30.52,34.71,43.89,123.91,102.51,,,80.59,777.5,802.75,115.86,110.84,172.37,76.16,34.97,112.54,685.62,25.4,95.64,89.76,69.73,90.93,80.09,72.96,61.23,43.23,167.14,160.43,,11.65,57.6,,15.77,96.16,207.62,62.1,87.6,,286.01,59.83,59.54,,108.28,,38.22,63.04,410.87,62.88,55.53,45.92,4.19,58.5,63.83,71.8,46.29,29.71,46.98,223.51,70.13,81.69,74.2,99.1,82.65,81.37,42.96,53.01,,
2016-08-19,109.36,100.32,64.14,89.85,63.74,66.37,94.82,29.64,7.62,173.62,757.31,97.69,106.73,39.98,174.93,177.53,316.81,1432,24.99,44.87,64.71,75.97,252.63,66.29,168.02,52.17,,30.52,28.67,113.79,57.14,95.57,,90.94,81.76,30.63,34.37,44,123.56,102.54,,,81,775.42,799.65,116.11,111.17,171.67,76.11,35.24,112.8,687.67,25.91,94.95,89.92,70.95,93.19,80.65,73.97,61.3,43.055,167.69,159.45,,12.15,57.62,,16.25,95.87,209.74,62.26,88.38,,285.72,60.15,59.92,,108.17,,38.09,62.76,404.3,65.06,54.94,45.38,4.19,58.59,64.79,72.29,46.16,29.42,46.27,225,70.27,81.95,75.05,98.01,82.59,82.08,42.42,53.14,,
2016-08-22,108.51,100.24,63.84,89.91,63.29,66.52,94.4,29.15,7.58,174.35,759.48,97.55,107.16,40.12,175.93,173.85,316.81,1423.99,24.95,45.07,64.62,75.4,252.65,66.44,167.94,52.8,,30.63,28.45,114.03,57.74,95.76,,90.56,81.49,30.62,34.43,44.16,124.15,102.84,,,80.92,772.15,796.95,116.58,110.46,173.75,81.98,35.36,112.54,692.25,25.77,94.47,89.97,70.52,93.2,80.11,73.01,61.27,43.2,166.87,159.17,,12.43,57.67,,16.19,95.26,212.57,62.52,88.13,,286.53,60.38,59.91,,107.96,,38.11,62.83,418.65,64.45,55.85,47.06,4.17,58.52,63.86,72.62,45.82,28.97,46.71,222.93,70,82.27,75.17,100.96,82.74,79.24,42.58,53.66,,
2016-08-23,108.85,101.14,63.8,89.98,63.46,66.28,93.61,29.95,7.67,174.4,762.45,98.29,108.49,40.64,177.34,173.49,318.17,1422.47,25.24,44.95,64.6,76.19,252.24,65.66,167.36,52.95,,30.98,28.53,114.53,58.15,95.51,,92.09,82.31,30.67,34.59,44.03,124.37,104.12,,,81.47,772.08,796.59,117.01,110.68,172.79,81.9,35.4,113.84,695.96,25.94,93.47,89.47,68.05,93.88,80.24,73.13,61.4,43.21,166.74,157.38,,12.22,57.89,,16.18,95.94,213.17,62.91,88.86,,285.15,60.65,60.02,,107.88,,37.86,63.09,420.61,64.3,56.4,47.79,4.19,58.93,64.85,73.78,45.94,28.97,46.83,224.84,69.98,82.29,75.38,100.99,82.38,79.95,42.19,54.03,,
2016-08-24,108.03,101.14,62.7,89.68,63.17,66.34,92.41,29.7,7.43,170.84,757.25,98.13,106.68,40.67,175.3,171.49,309.33,1410.18,25.21,44.95,64.5,76.05,251.74,65.69,167.57,52.7,,31.06,28.48,114.45,57.67,94.93,,90.35,82.42,31.25,34.71,43.7,123.48,102.72,,,80.5,769.64,793.6,116.76,109.76,169.54,82.44,35.15,109.85,685.59,25.56,93.41,88.95,67.17,92.69,80.18,72.48,61.02,43,166.03,156.92,,12.11,57.95,,15.51,95.18,211.11,61.94,87.35,,284.45,60.69,59.75,,108.11,,37.52,62.61,405.25,63.87,57.09,45.12,4.14,58.61,64.23,73.29,45.82,28.74,46.21,222.62,69.9,82.11,74.43,96.71,81.47,79.65,42.2,53.98,,
2016-08-25,107.57,101.69,62.72,89.77,63.7,66.37,92.02,29.65,7.465,170.23,759.22,98.39,106.47,40.99,176.04,172.85,306.85,1415.55,25.43,44.83,64.47,75.94,252.07,65.56,164.86,52.19,,31.29,28.05,116.04,57.57,85.5,,90.62,81.55,31.34,34.51,43.73,123.89,103.02,,,80.08,769.41,791.3,116.77,109.91,169.48,80.1,35.09,110,686.45,25.42,93.52,88.9,67.3,93.44,80.59,73.03,61.13,43.08,166.63,157.46,,12.18,58.17,,16.2,97.32,208.49,61.53,87.61,,284.17,60.73,59.93,,107.88,,37.51,62.64,400.25,63.41,57.29,43.98,4.15,58.74,65.1,74.33,46.34,28.93,46.28,220.96,69.82,83,75.02,96.38,80.18,85.33,42.28,54.09,,
2016-08-26,106.94,102.06,62.96,89.79,68.87,64.69,92.67,29.97,7.67,171.97,769,98.51,106.31,41.05,177.16,173.47,308.17,1419.79,25.57,44.24,64.64,77.33,250.93,65.51,163.93,51.58,,31.35,28.19,115.71,57.87,85.5,,91.24,81.21,31.31,33.9,43.75,124.96,103.47,,,79.77,769.54,793.22,116.75,110.15,172.21,81.04,35.26,110.32,685.29,25.79,93.28,88.17,67.52,93.81,78.19,72.8,61.58,43.06,166.95,157.04,,12.27,58.03,,16.51,97.58,217.71,62.03,88.49,,278.25,60.5,59.85,,107.45,,37.65,62.97,402.97,63.26,57.29,45.3,4.16,59.14,58.52,74.84,47.44,28.94,45.96,219.99,69.75,83.14,75.01,97.09,79.39,83.08,41.39,54.18,,
2016-08-29,106.82,102.3,62.89,89.59,68.32,65.18,93.45,30.05,7.59,171.51,771.29,98.5,107.08,41.29,177.4,173.65,306.13,1425.19,25.57,44.58,65,76.22,252.31,65.66,163.98,51.69,,31.58,28.38,116.38,57.85,85.53,,91.65,81.51,31.4,34.05,44,126.54,103.28,,,78.17,772.15,795.82,117.17,112.09,170.42,81.33,35.55,110.76,687.55,25.61,93.39,88.57,68.73,94.34,78.26,73.08,61.6,43.04,166.57,155.94,,12.3,58.1,,16.91,97.3,213.57,61.99,88.94,,280.03,60.65,60.28,,107.99,,37.29,62.98,399.38,63.11,56.8,45.36,4.16,59.29,59.75,75.22,47.14,29.02,46.73,215.2,69.98,83.1,74.54,96.94,80.35,83.36,41.7,54.15,,
2016-08-30,106,102,62.9,89.79,68.03,64.32,93.19,29.99,7.49,170.76,767.58,95.35,107.52,41.58,177,175.45,307.86,1416.55,25.52,44.83,64.75,76.02,256.03,65.55,161.96,51.14,,31.54,28.49,117.04,57.91,84.11,,92.13,81.73,31.77,33.81,43.75,125.84,102.94,,,77.92,769.09,791.92,117.02,113.06,168.99,80.98,35.7,111.15,687.53,25.59,93.17,87.97,68.36,92.98,76.85,72.33,61.43,44.74,166.9,153.81,,12.3,57.89,,16.74,97.45,211,61.63,88.5,,277.97,60.76,60.5,,107.21,,37,62.94,395.22,62.3,56.4,45.32,4.16,59.08,58.77,74.2,47.35,29.7,46.1,211.34,69.31,83,74.32,95.8,80.52,84.97,41.19,54.19,,
2016-08-31,106.1,102.31,62.56,89.81,67.4,64.57,92.9,29.84,7.4,170.06,769.16,95.09,106.55,41.37,176.42,171.07,305.63,1416.73,25.44,44.65,64.54,76.74,257.21,65.26,162.09,51.02,,31.44,28.28,117.51,57.44,82.7,,91.09,81.23,32.16,34,43.11,126.12,103.05,,,78.38,767.05,789.85,116.71,112.68,168.34,81.1,35.89,111.45,686.42,25.41,93.7,89.49,69.26,93.32,76.51,71.33,61.91,45.02,172,153.89,,12.4,57.46,,16.49,97.45,211.97,61.34,88.02,,279.95,60.67,59.84,,106.75,,37.15,63.07,392.55,62.24,56.23,44.55,4.14,59.29,58.24,74.86,47.35,29.48,46.34,212.01,69.54,83.05,74.45,94.51,80.71,84.79,41.36,54.21,,
2016-09-01,106.73,102.9,63.06,90.63,67.37,64.41,93.76,30.29,7.35,170.13,770.62,94.58,107.49,42.15,177.09,176.55,306.03,1418.59,25.51,44.36,65.01,76.96,268.82,65.89,156.21,51.23,,31.58,28.18,117.7,57.59,83.18,,91.71,81.76,32.13,33.81,42.82,126.17,103.8,,,77.42,768.78,791.4,116.13,113.16,168.56,80.81,36.02,112.34,689.69,25.71,93.32,89.48,70.74,94.63,76.66,71.13,62.8,43.95,173.68,154.33,,12.87,57.59,,16.64,97.38,215.91,63.15,87.95,,282.13,60.99,59.55,,107.29,,36.83,63.47,393.4,62.38,56.31,44.9,4.15,59.14,58.19,75.09,48.96,29.97,46.25,200.77,69.7,83.3,74.81,94.75,81.54,87.89,41.27,54.24,,
2016-09-02,107.73,103.57,63.15,90.39,68.01,65.24,95.78,30.02,7.51,169.77,772.44,95.66,107.86,42.8,173.11,177.78,313.59,1422.85,25.91,44.77,64.77,77.98,271.79,66.16,157.98,51.68,,31.83,28.14,118.84,58.36,83.11,,92.09,83.46,32.28,34.07,43.32,126.51,104.34,,,76.89,771.46,796.87,116.39,114.09,167.9,82.02,36.08,112.07,688.37,25.55,94.46,89.61,70.2,94.36,68.57,70.96,62.69,44.19,186.16,153.85,,13.01,57.67,,16.7,97.38,214.91,62.53,88.15,,282.58,61.12,59.21,,107.87,,37.07,63.35,388.64,62.73,56.18,44.78,4.18,59.67,59.39,74.62,47.9,30.1,47.29,197.78,69.68,83.84,79.02,95.11,82.22,88.98,41.71,54.46,,
2016-09-06,107.7,103.5,62.73,89.86,67.69,66.04,95.26,29.98,7.34,170.84,788.87,95.3,107.93,43.51,171.1,189.06,310.67,1436.96,25.84,45.01,64.96,77.75,274.67,66.34,158.06,51.33,,31.87,28.12,119.15,58.66,83.28,,94.28,83.87,32.41,34.45,42.91,129.73,103.7,,,77.88,780.08,808.02,115.71,113.95,170.18,83.75,36.57,111.37,693.12,26.54,93.97,89.74,70.54,93.7,67.68,70.09,62.27,44.42,186.29,153.87,,12.94,57.61,,17.01,100.09,222,63.12,87.83,,283.09,61.24,57.84,,107.92,,37.18,63.09,398.31,62.75,56.02,46.16,4.16,59.8,61.05,73.01,45.96,30.42,47.21,202.83,69.79,84.06,76.2,95.78,81.64,90.1,42.2,54.36,,
2016-09-07,108.36,103,61.65,89.96,68.6,66.05,96.29,29.91,6.84,170.63,784.48,95.21,106.33,43.38,168.9,189.15,312.3,1444.01,25.98,45.05,65,77.64,277.56,66.35,155.64,51.15,,31.79,28.81,118.3,58.38,82.5,,95.01,82.75,32.51,34.56,42.26,131.05,103.13,,,78.22,780.35,807.99,114.24,114.76,169.58,82.45,36.46,111.97,690.07,26.55,93.55,89.79,70.8,94.04,68.23,70.4,60.78,43.6,182,152.17,,12.63,57.66,,17.16,99.15,218.93,62.19,86.61,,282.73,61.54,57.49,,107.21,,38.56,62.43,399.89,62.86,56.32,49.24,4.175,59.93,61.08,72.05,44.95,30.64,46.73,201.71,69.49,83.62,77.08,95.6,82.88,89.28,42.38,53.77,,
2016-09-08,105.52,101.88,61.41,89.47,68.81,66.1,95.4,29.79,6.225,170.97,784.06,94.62,104.08,43.3,168.38,187.5,307.73,1445.83,25.71,44.74,64.14,76.68,268.66,66.16,153.47,50.61,,31.47,28.95,117.19,56.16,81.84,,95.8,82.16,32.7,34.84,42.17,130.27,102.27,,,78.99,775.32,802.84,113.82,114.2,170.07,81.56,36.44,110.96,691.15,26.86,92.99,89.19,70.46,93.57,66.08,70.03,60.66,43.64,183.19,152.12,,12.55,57.43,,17.45,99.66,221.68,62.64,85.89,,281.95,61.07,57.48,,106.88,,39.27,62.69,401.83,62.72,55.3,50.5,4.195,59.71,60.92,71.43,45.36,30.67,46.71,197.36,68.99,82.82,76.45,97.31,84.67,88.73,42.37,53.39,,
2016-09-09,103.13,99.38,59.62,86.57,66.84,63.71,91.79,28.86,5.9,166.55,760.14,92.61,101.71,42.29,160.78,182.1,296.1,1413.9,25.04,43.69,62.22,76.77,264.12,65.11,150.7,50.01,,30.85,27.89,113.81,55.23,81.63,,92.96,79.86,31.89,33.4,40.57,127.1,100.28,,,78.05,759.66,788.48,112.01,109.97,164.85,79.13,35.44,109.25,676.22,26.37,89.84,85.97,69.43,91.18,64.8,67.16,58.52,42.09,179.23,147.55,,12.31,56.21,,16.81,96.5,213.17,59.52,81.4,,278.21,59.29,56.11,,104.05,,38.01,60.52,384.43,60.78,54.35,50.23,4.1,58.32,59.64,66.76,44.14,29.48,44.64,194.47,66.67,81.96,74.86,93.68,82.92,87.22,40.78,52.08,,
2016-09-12,105.44,100.32,60.62,88.14,67.35,64.71,93.12,29.59,5.94,172.04,771.49,93.53,103.14,43.46,164.48,184.13,302.66,1436.21,25.29,44.28,62.81,77.46,269.31,65.76,151.69,50.45,,31.44,28.67,114.73,56.4,82.38,,93.04,80.84,32.49,33.63,40.71,128.69,101.16,,,78.85,769.02,798.82,113.49,111.64,170.71,81.16,36.08,109.54,683.39,26.5,91.26,88.56,70.62,93.27,66,68.82,59.86,43.55,179.54,148.3,,12.54,57.05,,17.15,99.05,230.07,60.75,82.91,,279.23,59.85,57.17,,106.02,,38.77,62.25,399.51,61.71,54.71,51.78,4.14,59.09,60.18,68.34,44.32,30.23,45.93,198.3,67.94,82.75,76.21,97.86,83.57,87.51,41.42,53.12,,
2016-09-13,107.95,98.77,60.45,86.69,65.78,63.81,91.98,29.38,5.74,169.3,761.01,92.34,101.74,43.41,165.24,181.9,297.41,1415.95,24.62,43.88,61.94,76.76,264.97,64.77,150.74,49.75,,31.06,28.59,112.94,55,80.18,,91.88,80.87,31.91,33.05,40.44,127.21,99.33,,,78.06,759.69,788.72,111.6,108.17,170.15,79.21,35.61,106.7,672.23,26.53,90.05,88.27,69.03,91.54,65.93,68.41,59.13,42.69,176.94,143.92,,12.45,56.53,,16.75,96.09,231.27,59.87,82.5,,278.42,58.51,56.36,,104.59,,39.86,61.29,390.99,61.17,53.98,51.7,4.09,57.93,58.19,69.36,43.08,29.49,45.34,196.05,67.45,81.81,75.38,95.27,82.25,86.67,40.6,52.53,,
2016-09-14,111.77,98.79,60.92,86.69,65.51,64.02,92.35,29.43,6.04,170.14,761.09,92.4,101.98,43.66,169.61,182.18,299.79,1429.38,24.39,44.03,62.19,75.04,266.69,65.17,150.69,49.73,,31,28.95,113.14,54.03,81.45,,91.79,80.83,31.8,33.12,40.28,127.77,98.38,,,77.62,762.49,790.46,114.03,108.57,171.78,80.05,35.62,108.11,673.12,26.01,90.28,87.68,68.9,91.57,66.15,68.49,59.41,42.54,172,142.9,,12.46,56.26,,16.93,97.01,234.76,60.4,83.55,,276.48,58.38,56.74,,105.05,,39.96,61.59,397.56,61.3,53.9,54.06,4.09,57.72,58.77,72.4,42.83,29.73,45.87,196.41,67.79,81.14,75.77,90.12,80.98,86.73,40.76,53.01,,
2016-09-19,113.58,99.68,62.46,86.56,68.13,65.42,94.13,30.3,6.16,171.38,775.1,92.12,103.34,44.12,170.73,184.74,303.5,1448.06,24.4,45.64,61.48,75.03,262.93,65.85,151.79,50.74,,31.02,29.27,113.32,53.33,80.22,,93.06,82.77,31.57,34.16,40.57,128.65,99.3,,,78.99,765.7,795.39,114.54,110.64,173.15,83.51,37.16,108.98,693.55,26.05,90.77,86.97,69.69,92.15,65.81,68.34,60.59,42.87,178.91,147.44,,12.9,56.93,,16.95,98.06,248.99,63.67,82.99,,275.46,58.61,56.68,,105.67,,40.01,62.86,402.83,62.53,53.01,54.08,4.14,58.53,58.82,76.09,43.77,30.29,45.93,206.34,69.54,80.72,77.2,91.26,80.81,88.65,41.68,53.49,,
2016-09-20,113.57,100.62,62.34,87.79,68.79,65.01,93.7,30.39,6.17,173.38,780.22,92.06,104.88,44.13,168.23,186.37,307.05,1449,24.5,45.9,62.11,74.81,264.56,66.23,152.17,51.41,,31.1,29.1,113.86,52.96,79.7,,92.75,82.99,31.36,33.91,39.92,128.64,99.34,,,81.78,771.41,799.78,114.87,111.83,175.8,85.06,37.14,108.97,698.87,25.85,90.79,87.12,69.18,91.98,65.69,69.94,60.2,42.84,179.25,147.1,,12.59,56.81,,16.92,98.25,244.14,63.09,82.79,,275.15,59.22,57.28,,106.3,,39.69,62.7,406.24,62.91,53.3,54.79,4.13,58.34,58.37,75.72,44.09,30.26,44.5,204.64,69.18,80.57,77.67,91.69,80.64,88.69,41.52,52.93,,
2016-09-21,113.55,107.78,63.3,88.88,71.69,66.19,95.34,30.57,6.29,173.85,789.74,93.22,106.71,44.67,169.83,196.03,312,1464,24.66,46.55,62.37,75.89,274.27,67.16,152.7,53.5,,31.36,29.71,114.71,53.45,79.89,,93.5,83.47,31.97,34.85,40.24,129.94,101.5,,,81.7,776.22,805.03,115.93,112.07,178.45,86.71,37.45,110.78,703.06,25.88,91.4,87.91,69.79,93.29,65.4,70.14,61.12,42.93,186.75,147.1,,12.92,57.76,,17.66,94.88,249.54,64.86,83.38,,279.55,59.68,57.78,,107.13,,40.29,63.57,406.52,63.35,53.98,56.1,4.175,58.98,59.21,76.74,45.33,31.9,45.88,205.22,69.56,80.86,78.92,91.82,80.58,90.52,42.55,53.25,,
2016-09-22,114.62,107.92,63.68,89.46,72.35,66.6,95.67,30.29,6.37,175.62,804.7,93.21,108.79,44.51,168.84,195.45,314.81,1465.87,25.08,47.34,62.98,76.05,276.73,67.3,153.15,52.87,,31.66,29.57,115.1,54.21,80.07,,94.02,83.17,32.28,35.22,40.55,130.08,102.33,,,81.52,787.21,815.95,116.83,113.09,179.34,89.27,37.55,110.76,718.2,26.3,92,89.05,69.51,92.69,65.73,69.75,61.18,43.37,191.25,148.94,,12.96,57.82,,17.59,95.83,252.05,65.02,84.39,,283.59,60.37,58.45,,107.82,,40.49,63.52,408.01,63.98,54.39,56.19,4.205,59.66,59.13,76.9,46.1,31.36,47.03,206.43,69.76,81.05,78.48,92.12,82.38,90.28,42.9,53.44,,
2016-09-23,112.71,107.47,63.23,88.47,71.67,66.66,94.13,29.66,6.55,174.8,805.75,92.3,108.57,44.36,166.65,191.72,312.58,1456.76,24.81,46.28,62.75,75.7,276.08,67.15,152.53,54.05,,31.34,29.64,114.16,54.41,80.09,,93.91,84.26,32.07,34.8,40.44,127.96,101.19,,,81.37,786.9,814.96,115.98,111.36,179.33,88.98,37.19,109.9,710.22,26.84,91.61,88.83,69.32,91.78,65.19,68.44,60.64,43.16,187.09,148.48,,13.01,57.43,,17.48,95.94,247.42,64.95,83.9,,281.77,59.91,57.93,,107.34,,40.07,62.75,410.39,64.26,54.43,55.83,4.205,59.38,58.15,74.77,46.02,30.75,47.29,207.45,68.98,81.32,78.53,90.63,82.05,89.51,43.07,53.12,,
2016-09-26,112.88,107.26,62.28,88.19,71.08,66.36,93.09,29.35,6.32,173.53,799.16,91.42,108.77,43.98,166.69,188.86,309.82,1447.15,24.78,45.61,61.94,74.96,273.82,65.81,151.19,53.65,,31.07,29.71,113.19,54.15,80,,93.16,83.5,31.67,34.82,40.2,127.31,100.25,,,80.62,774.21,802.65,115.94,110.96,178.47,88.76,36.65,108.98,707.24,26.54,90.29,88.53,69,91.41,64.03,67.15,60.47,42.72,186.85,147.6,,12.87,56.9,,17.36,94.56,241.21,64.34,82.53,,281.96,59.68,57.19,,107.03,,40.34,62.31,404.12,63.76,54.04,55.71,4.165,59.18,57.59,72.82,45.55,30.02,46.92,208.99,68.42,81.12,78.23,88.29,80.68,88.32,43.1,52.58,,
2016-09-27,113.09,109.7,63.81,88.95,71.9,65.5,94.44,29.64,6.54,171.63,816.11,91.84,109.62,44.21,170.86,190.83,314.53,1453.49,25.15,45.67,62.15,76.3,275.4,66.17,150.45,54.05,,31.48,29.62,113.43,54.4,80.46,,93.72,85.2,31.94,34.18,40.39,128.69,100.61,,,79.25,783.01,810.73,116.21,113.27,180.35,89.07,37.18,110.11,720.19,26.68,90.65,89.23,70,92.51,64.52,67.05,61.32,43.16,187.5,147.76,,13.09,57.95,,18,97.07,244.15,66.54,82.43,,284.54,60.27,57.38,,107.49,,41.06,63.31,421.45,64.39,54.19,56.57,4.16,59.62,58.7,73.92,46.25,29.78,46.9,205.81,69.45,81.39,78.64,89.12,80.97,89.79,42.37,53.22,,
2016-09-28,113.95,109.49,63.93,87.45,72.65,65.36,94.6,29.74,6.59,169.71,828.72,91.94,109.86,44.16,170.7,187.74,310.55,1458.03,25.32,45.67,62.45,77.06,276.57,66.68,149.41,53.92,,31.5,30.01,116.17,54.89,79.4,,89.74,85,31.85,34.01,40.87,129.23,100.23,,,78.97,781.56,810.06,117.16,113.41,180.98,93.2,37.44,110.18,717.77,26.29,91.28,89.55,69.85,92.94,63.51,67.38,61.65,43.4,187.48,146.83,,13.17,58.03,,17.44,97.48,243.49,66.78,82.24,,281.97,57.5,58.51,,107.38,,40.97,63.45,419.1,63.43,53.98,55.33,4.165,59.91,59.02,74.27,46.95,30,46.81,206.27,69.74,81.87,79.42,88.84,80.66,90.88,42.25,53.35,,
2016-09-29,112.18,107.8,63.74,87.21,71.59,64.5,92.41,29.58,6.67,165.45,829.05,91,108.73,44.21,172.46,182.23,305.78,1472.98,25.22,45.29,61.53,76.73,271.83,66.25,147.49,53.02,,31.39,29.99,111.36,55,77.36,,87.8,84.26,32.3,33.29,40.84,128.09,99.72,,,77.86,775.01,802.64,116.19,111.87,176.56,92.29,37.32,109.31,719.99,25.98,90.72,88.57,68.77,93.23,60.99,67.1,61.97,43.14,183.74,145.37,,13.24,57.4,,17.54,96.67,242.06,67.4,96.12,,278.9,57.16,57.89,,107.76,,40.39,67.45,406.36,63.35,53.45,53.29,4.145,59.08,57.73,73.26,46.79,30.32,46.46,200.7,69.84,81.05,78.21,85,79.21,90.36,41.81,53.49,,
2016-09-30,113.05,108.54,64.45,88.2,72.33,64.21,93.75,30.15,6.91,166.81,837.31,92.61,109.58,44.3,172.52,182.07,313.03,1471.49,25.53,45.73,61.75,77.61,269.97,66.34,152.51,53.56,,31.72,30.5,112.6,47.71,78.93,,87.66,85.4,32.9,33.29,41.78,128.27,99.47,,,79.12,777.29,804.06,116.59,112.73,181.66,94.29,37.75,110.01,724.83,26.09,91.31,89.51,69.71,94.71,60.98,67.33,62.14,43.9,184.97,146.81,,13.27,57.6,,17.78,98.55,240.78,68.52,102.01,,280.11,57.87,58.78,,108.77,,40.97,68.5,402.02,64.3,54.14,54.01,4.17,59.35,58.68,76.14,46.57,29.97,46.72,204.03,70.18,81.28,78.24,87.21,80.62,91.69,41.14,54.34,,
2016-10-10,116.05,109.24,63.35,87.77,72.21,62.21,91.08,29.38,6.84,168.31,841.71,91.57,106.99,43.79,174.77,181.49,304.59,1475.18,26.25,44.99,61.79,77.59,267.85,65.78,150.28,54.2,,31.47,30.83,110.78,50.45,77.92,,83.92,84.74,31.95,32.5,42.12,130.24,100.54,,,75.49,785.94,814.17,106.8,117.04,184.85,95.95,38.02,108.15,724.61,27.3,87.79,88.5,73.54,102.15,57.81,67.39,61.31,43.04,189.19,146.22,,13.17,58.04,,17.5,103.33,261.34,67.1,102.83,,277.73,56.67,58.51,,106.22,,39.86,67.25,393.86,64.2,53.3,57.25,4.135,60.56,61.26,80.15,48.16,28.46,46.15,200.95,69.93,80.1,76.57,85.98,79.65,91.78,39.89,52.21,,
